Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
36482, 0.00, -0.04, 0.95, 0.74, -0.86, -0.04, -0.13, 0.30, -0.62
36512, -0.00, -0.04, 0.95, 0.73, -0.75, 0.03, -0.12, 0.31, -0.61
36541, 0.00, -0.04, 0.95, 0.76, -0.92, 0.07, -0.13, 0.31, -0.61
36572, 0.00, -0.04, 0.95, 0.85, -0.84, -0.06, -0.13, 0.31, -0.61
36601, -0.00, -0.04, 0.95, 0.76, -0.81, 0.07, -0.13, 0.31, -0.62
36632, -0.00, -0.04, 0.95, 0.72, -0.81, 0.11, -0.13, 0.31, -0.62
36662, 0.00, -0.04, 0.95, 0.79, -0.82, -0.02, -0.12, 0.31, -0.62
36694, -0.00, -0.04, 0.95, 0.80, -0.69, 0.04, -0.12, 0.30, -0.61
36723, -0.00, -0.04, 0.95, 0.67, -0.82, -0.04, -0.12, 0.30, -0.61
36753, 0.00, -0.04, 0.95, 0.72, -0.82, 0.02, -0.12, 0.31, -0.62
36781, 0.00, -0.04, 0.95, 0.88, -0.73, 0.04, -0.12, 0.31, -0.62
36812, 0.00, -0.04, 0.95, 0.88, -0.66, 0.04, -0.12, 0.31, -0.62
36842, 0.00, -0.04, 0.95, 0.83, -0.74, -0.01, -0.12, 0.31, -0.62
36873, 0.00, -0.04, 0.95, 0.89, -0.85, 0.01, -0.12, 0.30, -0.62
36901, -0.00, -0.04, 0.95, 0.79, -0.84, -0.01, -0.13, 0.31, -0.61
36943, -0.00, -0.04, 0.95, 0.83, -0.95, 0.03, -0.13, 0.31, -0.61
36975, -0.00, -0.04, 0.95, 0.77, -0.77, -0.04, -0.13, 0.30, -0.62
37004, -0.00, -0.04, 0.95, 0.80, -0.85, 0.03, -0.13, 0.30, -0.61
37032, 0.00, -0.04, 0.95, 0.92, -0.91, 0.04, -0.13, 0.30, -0.61
37061, 0.00, -0.04, 0.95, 0.85, -0.70, 0.13, -0.12, 0.31, -0.61
37090, 0.00, -0.04, 0.95, 0.64, -0.79, -0.04, -0.12, 0.31, -0.61
37121, -0.00, -0.04, 0.95, 0.87, -0.79, -0.01, -0.12, 0.31, -0.61
37150, 0.00, -0.04, 0.95, 0.81, -0.61, 0.03, -0.12, 0.31, -0.61
37183, 0.00, -0.04, 0.95, 0.68, -0.88, 0.06, -0.12, 0.31, -0.61
37212, 0.00, -0.04, 0.95, 0.86, -0.77, -0.03, -0.12, 0.31, -0.61
37241, 0.00, -0.04, 0.95, 0.78, -0.74, 0.01, -0.12, 0.31, -0.61
37270, 0.00, -0.04, 0.95, 0.89, -0.76, 0.00, -0.13, 0.31, -0.62
37298, 0.00, -0.04, 0.95, 0.88, -0.86, 0.08, -0.13, 0.31, -0.62
37327, 0.00, -0.04, 0.95, 0.95, -0.88, 0.02, -0.12, 0.31, -0.61
37356, 0.00, -0.04, 0.95, 1.06, -0.81, 0.10, -0.12, 0.31, -0.62
37384, -0.00, -0.04, 0.95, 0.91, -0.87, 0.07, -0.12, 0.31, -0.62
37416, 0.00, -0.04, 0.95, 0.80, -0.83, -0.05, -0.12, 0.31, -0.61
37447, 0.00, -0.04, 0.95, 0.78, -0.77, -0.01, -0.12, 0.31, -0.61
37477, 0.00, -0.04, 0.95, 0.81, -0.77, 0.01, -0.13, 0.31, -0.62
37509, 0.00, -0.04, 0.95, 0.79, -0.85, 0.09, -0.13, 0.31, -0.61
37538, 0.00, -0.04, 0.95, 0.82, -0.76, 0.10, -0.13, 0.31, -0.61
37567, 0.00, -0.04, 0.95, 0.90, -0.88, 0.18, -0.13, 0.31, -0.61
37596, 0.00, -0.04, 0.95, 0.88, -0.88, 0.14, -0.13, 0.31, -0.61
37628, 0.00, -0.04, 0.95, 1.04, -0.77, 0.21, -0.13, 0.31, -0.62
37656, 0.00, -0.04, 0.95, 1.03, -0.78, 0.33, -0.13, 0.31, -0.62
37687, 0.00, -0.04, 0.95, 1.29, -1.00, 0.20, -0.13, 0.31, -0.62
37716, 0.00, -0.04, 0.95, 1.42, -0.92, 0.17, -0.12, 0.31, -0.62
37747, -0.01, 0.00, 1.01, 12.26, 0.44, 0.42, -0.12, 0.31, -0.62
37776, -0.00, -0.04, 0.98, 36.22, 3.53, 1.25, -0.12, 0.31, -0.61
37852, 0.02, -0.11, 0.96, 79.17, 3.54, -8.47, -0.12, 0.34, -0.62
37881, -0.01, -0.11, 1.01, 89.62, 6.85, -15.65, -0.12, 0.36, -0.61
37915, 0.01, -0.24, 0.91, 92.87, 2.05, 12.68, -0.12, 0.40, -0.60
37945, 0.01, -0.27, 0.93, 86.98, 4.18, 2.92, -0.12, 0.40, -0.60
37974, 0.02, -0.30, 0.92, 87.04, 3.87, 4.37, -0.12, 0.44, -0.58
38004, 0.02, -0.31, 0.96, 134.94, 7.14, 3.05, -0.12, 0.44, -0.58
38034, 0.03, -0.45, 0.81, 171.04, 14.80, -7.10, -0.12, 0.48, -0.56
38065, 0.02, -0.54, 0.78, 141.32, 10.37, -1.51, -0.12, 0.48, -0.56
38094, -0.01, -0.74, 0.69, 121.90, -2.82, -2.12, -0.12, 0.54, -0.53
38125, 0.03, -0.66, 0.68, 110.01, 2.10, 0.23, -0.13, 0.58, -0.49
38159, 0.12, -0.73, 0.62, 64.97, -13.81, 16.50, -0.13, 0.58, -0.49
38189, 0.00, -0.58, 0.80, 53.66, -24.10, 26.79, -0.12, 0.60, -0.47
38220, 0.03, -0.75, 0.61, 96.15, 15.06, -13.15, -0.12, 0.63, -0.44
38250, 0.02, -0.76, 0.62, 81.97, 6.45, -4.09, -0.12, 0.63, -0.44
38280, 0.07, -0.79, 0.53, 81.12, -14.25, 12.11, -0.13, 0.65, -0.41
38309, 0.03, -0.77, 0.63, 42.41, 19.70, -15.23, -0.13, 0.65, -0.41
38338, 0.03, -0.78, 0.61, 61.48, 15.11, -9.69, -0.13, 0.66, -0.40
38367, 0.02, -0.87, 0.47, 71.25, -2.32, 2.87, -0.13, 0.66, -0.40
38400, 0.03, -0.88, 0.44, 98.97, 14.38, -7.61, -0.12, 0.68, -0.37
38429, 0.03, -0.90, 0.41, 97.64, 17.78, -8.75, -0.13, 0.70, -0.34
38459, 0.03, -0.95, 0.32, 85.81, 10.66, -4.16, -0.13, 0.70, -0.34
38488, 0.03, -0.96, 0.30, 83.82, 1.15, -0.23, -0.13, 0.71, -0.30
38519, 0.03, -0.96, 0.29, 82.65, 1.01, 0.05, -0.13, 0.71, -0.30
38548, 0.00, -0.96, 0.16, 84.68, -22.33, 8.20, -0.13, 0.72, -0.26
38577, 0.05, -0.94, 0.34, 115.09, -49.60, 14.32, -0.13, 0.73, -0.22
38609, 0.03, -0.93, 0.25, 97.33, -0.66, 0.31, -0.13, 0.73, -0.22
38639, 0.03, -1.02, 0.01, 149.07, 2.97, 0.31, -0.13, 0.74, -0.16
38668, 0.03, -1.02, -0.05, 133.97, 2.66, 0.24, -0.13, 0.74, -0.16
38695, -0.04, -1.18, -0.44, 82.32, -1.68, -3.21, -0.14, 0.74, -0.11
38725, 0.08, -0.97, 0.04, 37.06, 0.13, -9.16, -0.14, 0.74, -0.11
38754, 0.03, -1.02, -0.09, 1.35, -7.37, -0.24, -0.14, 0.74, -0.08
38785, 0.03, -1.02, -0.06, -4.13, -0.42, 0.20, -0.14, 0.74, -0.08
38814, 0.03, -1.02, -0.07, 0.93, -1.17, -0.08, -0.14, 0.74, -0.08
38856, 0.03, -1.01, -0.04, -0.54, -0.44, 0.01, -0.14, 0.74, -0.08
38888, 0.03, -1.02, -0.07, 1.37, -0.79, -0.09, -0.14, 0.74, -0.09
38917, 0.03, -1.02, -0.07, 1.41, -1.03, -0.12, -0.14, 0.74, -0.09
38947, 0.03, -1.02, -0.07, 0.03, -0.49, -0.13, -0.14, 0.73, -0.08
38977, 0.03, -1.02, -0.06, 0.76, -0.53, 0.00, -0.14, 0.73, -0.08
39008, 0.03, -1.02, -0.06, 0.60, -0.87, -0.01, -0.14, 0.74, -0.09
39037, 0.03, -1.02, -0.07, -0.19, -0.53, 0.04, -0.14, 0.73, -0.09
39068, 0.03, -1.01, -0.04, -8.93, -1.41, 2.50, -0.14, 0.73, -0.09
39102, 0.05, -0.99, 0.01, -3.82, -0.77, 1.30, -0.13, 0.74, -0.09
39131, 0.03, -1.02, -0.07, 16.62, -0.19, -3.78, -0.13, 0.74, -0.09
39162, 0.01, -1.04, -0.13, -2.51, -1.37, 0.75, -0.13, 0.74, -0.09
39192, 0.02, -1.04, -0.09, -22.09, -1.64, 5.87, -0.13, 0.74, -0.10
39220, 0.03, -1.03, -0.07, 3.44, -1.15, -0.45, -0.13, 0.74, -0.10
39248, 0.03, -1.02, -0.06, 0.88, -0.94, 0.05, -0.13, 0.74, -0.10
39278, 0.03, -1.02, -0.05, -1.48, -0.67, 0.34, -0.13, 0.74, -0.10
39311, 0.03, -1.02, -0.05, 1.04, -0.81, -0.02, -0.14, 0.74, -0.10
39342, 0.03, -1.02, -0.05, 0.74, -0.85, 0.01, -0.13, 0.74, -0.10
39371, 0.03, -1.02, -0.05, 0.27, -0.81, 0.11, -0.13, 0.74, -0.10
39402, 0.03, -1.02, -0.05, 1.40, -0.95, -0.05, -0.13, 0.74, -0.10
39431, 0.03, -1.02, -0.05, 1.05, -0.83, -0.07, -0.13, 0.74, -0.10
39461, 0.03, -1.02, -0.05, 0.40, -0.67, 0.13, -0.13, 0.74, -0.10
39491, 0.03, -1.02, -0.05, 0.39, -0.80, 0.15, -0.13, 0.74, -0.10
39519, 0.03, -1.02, -0.05, 0.74, -0.80, 0.03, -0.13, 0.74, -0.10
39552, 0.03, -1.01, -0.04, 0.87, -0.90, 0.01, -0.13, 0.74, -0.10
39581, 0.03, -1.02, -0.05, 1.04, -0.82, 0.09, -0.13, 0.74, -0.10
39622, 0.03, -1.02, -0.05, 1.15, -0.88, -0.05, -0.13, 0.73, -0.10
39665, 0.03, -1.02, -0.05, -0.10, -0.62, 0.29, -0.13, 0.73, -0.10
39695, 0.03, -1.01, -0.04, -0.17, -0.57, 0.12, -0.13, 0.73, -0.10
39724, 0.03, -1.03, -0.06, -0.29, -0.88, 0.03, -0.13, 0.74, -0.09
39754, 0.03, -1.04, -0.07, -30.65, -1.69, -0.08, -0.13, 0.74, -0.10
39784, 0.03, -0.95, 0.09, -12.92, -0.74, 0.08, -0.13, 0.74, -0.10
39816, 0.00, -1.03, 0.04, 15.81, 10.47, 0.04, -0.13, 0.74, -0.11
39843, 0.04, -1.01, -0.06, 15.99, 14.84, 0.18, -0.13, 0.74, -0.11
39874, 0.02, -1.03, -0.17, 7.39, 25.22, 0.10, -0.13, 0.74, -0.10
39902, 0.04, -1.02, -0.09, 1.09, 4.90, 0.00, -0.13, 0.74, -0.10
39930, 0.02, -1.01, -0.02, 0.05, 4.84, 0.13, -0.13, 0.74, -0.10
39960, 0.04, -1.02, -0.07, 1.07, 7.14, 0.13, -0.13, 0.73, -0.10
39989, 0.04, -1.02, -0.07, 0.80, 1.23, 0.07, -0.13, 0.73, -0.10
40123, 0.04, -1.02, -0.06, 0.80, 4.13, 0.10, -0.13, 0.73, -0.11
40337, 0.03, -1.02, -0.05, 0.89, -0.72, 0.05, -0.13, 0.73, -0.10
40514, 0.03, -1.02, -0.05, 0.76, -0.71, 0.06, -0.13, 0.74, -0.11
40544, 0.03, -1.02, -0.05, 0.74, -0.64, 0.07, -0.13, 0.74, -0.11
40572, 0.03, -1.02, -0.05, 0.71, -0.69, 0.00, -0.13, 0.73, -0.11
40603, 0.03, -1.02, -0.05, 0.73, -0.56, 0.07, -0.13, 0.73, -0.11
40633, 0.03, -1.02, -0.04, 0.72, -0.26, 0.01, -0.13, 0.73, -0.10
40664, 0.04, -1.02, -0.05, 0.77, 2.42, 0.08, -0.13, 0.73, -0.10
40697, 0.03, -1.02, -0.05, 0.80, -0.15, -0.01, -0.13, 0.73, -0.10
40727, 0.03, -1.02, -0.05, 0.83, -0.76, 0.08, -0.13, 0.73, -0.10
40758, 0.03, -1.02, -0.05, 0.69, -0.84, -0.04, -0.13, 0.73, -0.10
40787, 0.03, -1.02, -0.05, 0.71, -0.68, -0.07, -0.13, 0.74, -0.11
40816, 0.03, -1.02, -0.05, 0.69, -0.88, 0.06, -0.13, 0.74, -0.11
40844, 0.03, -1.02, -0.05, 0.78, -0.83, 0.03, -0.13, 0.73, -0.11
40872, 0.03, -1.02, -0.05, 0.68, -0.85, 0.03, -0.13, 0.73, -0.11
40901, 0.03, -1.02, -0.05, 0.85, -0.94, -0.03, -0.13, 0.73, -0.11
40934, 0.03, -1.02, -0.05, 0.74, -0.73, 0.01, -0.13, 0.74, -0.11
40964, 0.03, -1.02, -0.05, 0.75, -0.80, 0.13, -0.13, 0.74, -0.11
40993, 0.03, -1.02, -0.05, 0.81, -0.88, 0.03, -0.13, 0.74, -0.11
41023, 0.03, -1.02, -0.05, 0.77, -0.89, -0.01, -0.13, 0.74, -0.11
41052, 0.03, -1.02, -0.05, 0.79, -0.88, 0.00, -0.13, 0.74, -0.11
41081, 0.03, -1.02, -0.05, 0.76, -0.89, -0.06, -0.13, 0.74, -0.11
41111, 0.03, -1.02, -0.05, 0.69, -0.84, -0.01, -0.13, 0.74, -0.11
41140, 0.03, -1.02, -0.05, 0.81, -0.86, -0.06, -0.13, 0.74, -0.10
41181, 0.03, -1.02, -0.05, 0.76, -0.85, -0.02, -0.13, 0.74, -0.12
41209, 0.03, -1.02, -0.05, 0.77, -0.89, 0.10, -0.13, 0.74, -0.12
41238, 0.03, -1.02, -0.05, 0.89, -0.77, 0.03, -0.13, 0.74, -0.11
41267, 0.03, -1.02, -0.05, 0.90, -0.89, 0.00, -0.13, 0.74, -0.11
41298, 0.03, -1.02, -0.05, 0.85, -0.75, 0.11, -0.13, 0.73, -0.12
41327, 0.03, -1.02, -0.05, 0.73, -0.76, 0.01, -0.13, 0.74, -0.11
41356, 0.03, -1.02, -0.05, 0.60, -0.78, 0.04, -0.13, 0.74, -0.11
41389, 0.03, -1.02, -0.05, 0.87, -0.78, 0.03, -0.13, 0.73, -0.12
41418, 0.03, -1.02, -0.05, 0.60, -0.77, -0.02, -0.13, 0.73, -0.12
41448, 0.03, -1.02, -0.05, 0.75, -0.84, 0.02, -0.13, 0.74, -0.11
41477, 0.03, -1.02, -0.05, 0.75, -0.72, -0.03, -0.13, 0.74, -0.11
41505, 0.03, -1.02, -0.05, 0.81, -0.80, 0.02, -0.13, 0.73, -0.11
41535, 0.03, -1.02, -0.05, 0.82, -0.73, -0.01, -0.12, 0.73, -0.11
41564, 0.03, -1.02, -0.05, 0.78, -0.60, -0.03, -0.12, 0.73, -0.11
41593, 0.03, -1.02, -0.05, 0.72, -0.74, 0.04, -0.13, 0.73, -0.11
41626, 0.03, -1.02, -0.05, 0.71, -0.81, 0.03, -0.13, 0.73, -0.11
41654, 0.03, -1.02, -0.05, 0.78, -0.85, -0.06, -0.13, 0.73, -0.11
41684, 0.03, -1.02, -0.05, 0.81, -0.69, 0.08, -0.13, 0.73, -0.11
41714, 0.03, -1.02, -0.05, 0.81, -0.49, 0.04, -0.13, 0.73, -0.11
41744, 0.03, -1.02, -0.05, 0.75, -0.85, -0.06, -0.13, 0.73, -0.11
41774, 0.03, -1.02, -0.05, 0.85, -0.74, 0.01, -0.13, 0.73, -0.11
41804, 0.03, -1.02, -0.05, 0.79, -0.81, -0.07, -0.13, 0.73, -0.11
41833, 0.03, -1.02, -0.05, 0.67, -0.81, 0.14, -0.13, 0.73, -0.11
41891, 0.03, -1.02, -0.05, 0.67, -0.89, -0.04, -0.13, 0.74, -0.11
41920, 0.03, -1.02, -0.05, 0.86, -0.71, 0.02, -0.13, 0.74, -0.11
41950, 0.03, -1.02, -0.05, 0.89, -0.71, 0.00, -0.13, 0.73, -0.11
41979, 0.03, -1.02, -0.05, 0.81, -0.78, -0.04, -0.13, 0.73, -0.11
42010, 0.03, -1.02, -0.05, 0.75, -0.75, 0.05, -0.13, 0.74, -0.10
42038, 0.03, -1.02, -0.05, 0.76, -0.82, -0.03, -0.13, 0.74, -0.10
42070, 0.03, -1.02, -0.05, 0.82, -0.77, 0.10, -0.13, 0.74, -0.11
42102, 0.03, -1.02, -0.05, 0.72, -0.80, -0.01, -0.13, 0.74, -0.11
42132, 0.03, -1.02, -0.05, 0.87, -0.76, -0.11, -0.13, 0.74, -0.11
42161, 0.03, -1.02, -0.05, 0.80, -0.74, 0.09, -0.13, 0.74, -0.11
42190, 0.03, -1.02, -0.05, 0.81, -0.73, 0.04, -0.13, 0.74, -0.11
42220, 0.03, -1.02, -0.05, 0.75, -0.61, 0.03, -0.13, 0.73, -0.10
42250, 0.03, -1.02, -0.05, 0.88, -0.73, 0.03, -0.13, 0.73, -0.10
42279, 0.03, -1.02, -0.05, 0.93, -0.75, 0.03, -0.13, 0.73, -0.10
42310, 0.03, -1.02, -0.05, 0.60, -0.69, 0.03, -0.13, 0.73, -0.11
42343, 0.03, -1.02, -0.05, 0.80, -0.68, 0.10, -0.13, 0.73, -0.11
42371, 0.03, -1.02, -0.05, 0.82, -0.74, -0.06, -0.13, 0.74, -0.11
42399, 0.03, -1.02, -0.05, 0.73, -0.87, 0.05, -0.13, 0.74, -0.11
42428, 0.03, -1.02, -0.05, 0.81, -0.84, -0.03, -0.13, 0.74, -0.11
42457, 0.03, -1.02, -0.05, 0.76, -0.78, 0.04, -0.14, 0.74, -0.11
42486, 0.03, -1.02, -0.05, 0.83, -0.87, 0.00, -0.14, 0.74, -0.11
42514, 0.03, -1.02, -0.05, 0.68, -0.90, 0.01, -0.13, 0.74, -0.11
42543, 0.03, -1.02, -0.05, 0.74, -0.74, 0.03, -0.13, 0.74, -0.11
42576, 0.03, -1.02, -0.05, 0.79, -0.71, -0.04, -0.13, 0.73, -0.11
42606, 0.03, -1.02, -0.05, 0.68, -0.81, 0.03, -0.13, 0.74, -0.11
42636, 0.03, -1.02, -0.05, 0.81, -0.77, 0.02, -0.13, 0.74, -0.11
42664, 0.03, -1.02, -0.05, 0.88, -0.83, -0.10, -0.13, 0.74, -0.11
42696, 0.03, -1.02, -0.05, 0.73, -0.73, -0.08, -0.13, 0.74, -0.11
42725, 0.03, -1.02, -0.05, 0.80, -0.79, 0.06, -0.13, 0.74, -0.10
42757, 0.03, -1.02, -0.05, 0.81, -0.69, 0.00, -0.13, 0.74, -0.11
42786, 0.03, -1.02, -0.05, 0.77, -0.74, 0.00, -0.13, 0.74, -0.11
42819, 0.03, -1.02, -0.05, 0.84, -0.80, 0.03, -0.13, 0.73, -0.11
42847, 0.03, -1.02, -0.05, 0.76, -0.80, 0.08, -0.13, 0.73, -0.11
42876, 0.03, -1.02, -0.05, 0.77, -0.86, -0.03, -0.13, 0.73, -0.12
42907, 0.03, -1.02, -0.05, 0.82, -0.79, 0.06, -0.13, 0.73, -0.10
42937, 0.03, -1.02, -0.05, 0.85, -0.79, 0.07, -0.13, 0.73, -0.10
42966, 0.03, -1.02, -0.05, 0.83, -0.77, -0.02, -0.13, 0.73, -0.11
42994, 0.03, -1.02, -0.05, 0.81, -0.86, 0.08, -0.13, 0.73, -0.11
43037, 0.03, -1.02, -0.05, 0.79, -0.64, 0.10, -0.13, 0.74, -0.11
43067, 0.03, -1.02, -0.05, 0.81, -0.81, -0.03, -0.13, 0.73, -0.10
43099, 0.03, -1.02, -0.05, 0.74, -0.90, -0.02, -0.13, 0.73, -0.10
43128, 0.03, -1.02, -0.05, 0.65, -0.81, 0.12, -0.13, 0.74, -0.11
43159, 0.03, -1.02, -0.05, 0.80, -0.86, 0.06, -0.13, 0.74, -0.11
43187, 0.03, -1.02, -0.05, 0.74, -0.77, -0.03, -0.13, 0.74, -0.11
43217, 0.03, -1.02, -0.05, 0.83, -0.81, 0.06, -0.14, 0.74, -0.10
43247, 0.03, -1.02, -0.05, 0.82, -0.78, 0.13, -0.14, 0.74, -0.10
43280, 0.03, -1.02, -0.05, 0.64, -0.88, -0.10, -0.13, 0.74, -0.10
43310, 0.03, -1.02, -0.05, 0.74, -0.67, 0.01, -0.13, 0.74, -0.10
43339, 0.03, -1.02, -0.05, 0.73, -0.82, 0.03, -0.14, 0.73, -0.11
43368, 0.03, -1.02, -0.05, 0.81, -0.81, 0.03, -0.14, 0.73, -0.10
43396, 0.03, -1.02, -0.05, 0.74, -0.75, 0.09, -0.14, 0.73, -0.10
43425, 0.03, -1.02, -0.05, 0.86, -0.85, 0.03, -0.14, 0.73, -0.11
43455, 0.03, -1.02, -0.05, 0.71, -0.74, -0.06, -0.14, 0.73, -0.11
43484, 0.03, -1.02, -0.05, 0.68, -0.86, -0.06, -0.14, 0.73, -0.10
43518, 0.03, -1.02, -0.05, 0.81, -0.78, -0.11, -0.14, 0.73, -0.10
43548, 0.03, -1.02, -0.05, 0.67, -0.74, 0.06, -0.14, 0.73, -0.10
43579, 0.03, -1.02, -0.05, 0.77, -0.75, -0.01, -0.14, 0.73, -0.11
43609, 0.03, -1.02, -0.05, 0.81, -0.86, 0.06, -0.14, 0.73, -0.11
43650, 0.03, -1.02, -0.05, 0.74, -0.86, 0.02, -0.14, 0.73, -0.11
43693, 0.03, -1.02, -0.05, 0.79, -0.69, 0.03, -0.14, 0.73, -0.11
43722, 0.03, -1.02, -0.05, 0.72, -0.64, 0.08, -0.14, 0.73, -0.11
43755, 0.03, -1.02, -0.05, 0.80, -0.81, 0.01, -0.14, 0.73, -0.11
43786, 0.03, -1.02, -0.05, 0.82, -0.81, 0.11, -0.13, 0.73, -0.12
43815, 0.03, -1.02, -0.05, 0.91, -0.81, 0.05, -0.13, 0.73, -0.12
43845, 0.03, -1.02, -0.05, 0.74, -0.74, -0.03, -0.13, 0.73, -0.11
43874, 0.03, -1.02, -0.05, 0.82, -0.84, 0.02, -0.13, 0.73, -0.11
43906, 0.03, -1.02, -0.05, 0.72, -0.89, -0.01, -0.13, 0.73, -0.11
43934, 0.03, -1.02, -0.05, 0.69, -0.87, -0.02, -0.14, 0.74, -0.11
43966, 0.03, -1.02, -0.05, 0.74, -0.81, 0.02, -0.14, 0.74, -0.11
44000, 0.03, -1.02, -0.05, 0.88, -0.89, 0.03, -0.13, 0.74, -0.11
44028, 0.03, -1.02, -0.05, 0.87, -0.87, -0.03, -0.13, 0.73, -0.11
44060, 0.03, -1.02, -0.05, 0.68, -0.80, -0.03, -0.13, 0.73, -0.11
44089, 0.03, -1.02, -0.05, 0.82, -0.76, -0.02, -0.14, 0.73, -0.11
44121, 0.03, -1.02, -0.05, 0.80, -0.89, -0.04, -0.14, 0.73, -0.11
44149, 0.03, -1.02, -0.05, 0.75, -0.84, 0.04, -0.13, 0.73, -0.10
44181, 0.03, -1.02, -0.05, 0.74, -0.88, -0.08, -0.14, 0.73, -0.10
44210, 0.03, -1.02, -0.05, 0.74, -0.85, -0.01, -0.14, 0.73, -0.10
44242, 0.03, -1.02, -0.05, 0.80, -0.79, 0.04, -0.13, 0.73, -0.11
44274, 0.03, -1.02, -0.05, 0.81, -0.80, -0.03, -0.13, 0.73, -0.11
44304, 0.03, -1.02, -0.05, 0.81, -0.76, 0.02, -0.14, 0.73, -0.11
44333, 0.03, -1.02, -0.05, 0.79, -0.87, -0.03, -0.14, 0.74, -0.10
44362, 0.03, -1.02, -0.05, 0.83, -0.87, -0.04, -0.14, 0.74, -0.10
44390, 0.03, -1.02, -0.05, 0.72, -0.96, -0.02, -0.14, 0.73, -0.10
44420, 0.03, -1.02, -0.05, 0.67, -0.81, 0.01, -0.14, 0.73, -0.10
44449, 0.03, -1.02, -0.05, 0.73, -0.86, -0.02, -0.14, 0.73, -0.11
44477, 0.03, -1.02, -0.05, 0.77, -0.81, 0.05, -0.14, 0.73, -0.11
44506, 0.03, -1.02, -0.05, 0.76, -0.86, 0.01, -0.13, 0.73, -0.10
44536, 0.03, -1.02, -0.05, 0.69, -0.85, -0.04, -0.14, 0.73, -0.11
44566, 0.03, -1.02, -0.05, 0.79, -0.87, 0.10, -0.14, 0.73, -0.11
44595, 0.03, -1.02, -0.05, 0.70, -0.79, 0.04, -0.13, 0.73, -0.11
44624, 0.03, -1.02, -0.05, 0.69, -0.86, -0.01, -0.13, 0.73, -0.11
44653, 0.03, -1.02, -0.05, 0.87, -0.75, 0.04, -0.14, 0.74, -0.11
44687, 0.03, -1.02, -0.05, 0.80, -0.92, -0.08, -0.14, 0.74, -0.11
44716, 0.03, -1.02, -0.05, 0.71, -0.80, 0.05, -0.14, 0.73, -0.11
44746, 0.03, -1.02, -0.05, 0.70, -0.83, -0.09, -0.14, 0.73, -0.11
44776, 0.03, -1.02, -0.05, 0.82, -0.87, -0.03, -0.14, 0.73, -0.11
44805, 0.03, -1.02, -0.05, 0.80, -0.76, 0.02, -0.14, 0.73, -0.11
44834, 0.03, -1.02, -0.05, 0.76, -0.76, -0.08, -0.14, 0.73, -0.11
44866, 0.03, -1.02, -0.05, 0.69, -0.82, -0.03, -0.14, 0.73, -0.11
44895, 0.03, -1.02, -0.05, 0.82, -0.77, -0.09, -0.14, 0.73, -0.11
44936, 0.03, -1.02, -0.05, 0.80, -0.77, 0.11, -0.14, 0.73, -0.11
44965, 0.03, -1.02, -0.05, 0.79, -0.68, 0.01, -0.14, 0.73, -0.11
44996, 0.03, -1.02, -0.05, 0.70, -0.80, 0.01, -0.14, 0.73, -0.11
45024, 0.03, -1.02, -0.05, 0.81, -0.81, -0.07, -0.14, 0.73, -0.11
45054, 0.03, -1.02, -0.05, 0.93, -0.73, -0.03, -0.14, 0.73, -0.11
45084, 0.03, -1.02, -0.05, 0.69, -0.61, -0.03, -0.14, 0.73, -0.11
45115, 0.03, -1.02, -0.05, 0.81, -0.81, 0.05, -0.14, 0.74, -0.11
45145, 0.03, -1.02, -0.05, 0.79, -0.67, 0.02, -0.14, 0.74, -0.11
45177, 0.03, -1.02, -0.05, 0.78, -0.80, 0.08, -0.14, 0.73, -0.12
45209, 0.03, -1.02, -0.05, 0.70, -0.74, -0.02, -0.14, 0.73, -0.11
45238, 0.03, -1.02, -0.05, 0.80, -0.74, -0.02, -0.14, 0.73, -0.11
45268, 0.03, -1.02, -0.05, 0.74, -0.86, -0.02, -0.14, 0.73, -0.11
45298, 0.03, -1.02, -0.05, 0.82, -0.75, 0.04, -0.14, 0.73, -0.11
45329, 0.03, -1.02, -0.05, 0.78, -0.73, 0.01, -0.14, 0.74, -0.10
45358, 0.03, -1.02, -0.05, 0.79, -0.82, 0.11, -0.14, 0.73, -0.11
45390, 0.03, -1.02, -0.05, 0.76, -0.81, -0.03, -0.14, 0.73, -0.11
45419, 0.03, -1.02, -0.05, 0.81, -0.83, -0.12, -0.14, 0.73, -0.11
45460, 0.03, -1.02, -0.05, 0.67, -0.97, 0.02, -0.14, 0.73, -0.10
45504, 0.03, -1.02, -0.05, 0.74, -0.82, -0.01, -0.13, 0.74, -0.10
45533, 0.03, -1.02, -0.05, 0.72, -0.88, -0.03, -0.13, 0.74, -0.10
45562, 0.03, -1.02, -0.05, 0.78, -0.85, -0.04, -0.13, 0.73, -0.11
45593, 0.03, -1.02, -0.05, 0.71, -0.95, 0.03, -0.13, 0.73, -0.11
45622, 0.03, -1.02, -0.05, 0.73, -0.87, 0.03, -0.14, 0.73, -0.11
45657, 0.03, -1.02, -0.05, 0.67, -0.77, 0.02, -0.14, 0.73, -0.10
45686, 0.03, -1.02, -0.05, 0.66, -0.81, -0.01, -0.14, 0.73, -0.10
45716, 0.03, -1.02, -0.05, 0.75, -0.92, 0.00, -0.13, 0.73, -0.10
45744, 0.03, -1.02, -0.05, 0.78, -0.86, 0.10, -0.13, 0.73, -0.10
45773, 0.03, -1.02, -0.05, 0.81, -0.74, 0.07, -0.13, 0.73, -0.11
